source_url,publisher_domain,headline,snippet,deportee_count,origin_country,destination_country,conducting_agency,transport_mode,date_discovered,Urgency,DeportationType
https://www.theguardian.com/world/americas,www.theguardian.com,Americas | The Guardian,16 hours ago ... Men wearing red shirts show support to the president at an election rally. Guyana's Irfaan Ali looks to ride oil boom to second presidential term.,0,,the president at an election rally,Unknown,unknown,2025-08-30T16:00:00.740124Z,Low,Group
https://www.theguardian.com/us-news/live/2025/aug/29/cdc-robert-f-kennedy-jr-donald-trump-federal-reserve-lisa-cook-latest-us-politics-news-live-updates?filterKeyEvents=false&page=with%3Ablock-68b1896c8f086501e3d99e89,www.theguardian.com,US appeals court rules most of Trump's sweeping global tariffs ...,"1 day ago ... Across the country, DHS law enforcement are arresting and removing the worst of worst including gang members, murderers, pedophiles, and rapists that have ...",0,,,Unknown,unknown,2025-08-30T16:00:00.741079Z,Low,Group
https://www.theguardian.com/us-news/live/2025/aug/29/cdc-robert-f-kennedy-jr-donald-trump-federal-reserve-lisa-cook-latest-us-politics-news-live-updates?filterKeyEvents=false&page=with%3Ablock-68b173f28f086501e3d99cfc,www.theguardian.com,Backlash as White House chooses Robert F Kennedy Jr deputy to ...,"1 day ago ... Trump wrote to Cook on Monday, telling her that he was removing her from her position “effective immediately”, based on the allegation from one of his allies ...",0,her position,Cook on Monday,Unknown,unknown,2025-08-30T16:00:00.741585Z,High,Group
https://www.theguardian.com/world/nicolas-maduro,www.theguardian.com,Nicolás Maduro | The Guardian,2 days ago ... ... deportees. Mar 24 2025 15.04 EDT. February 2025. a bird eye view of land. Six soldiers in Guyana injured in clash with suspected Venezuela-based gang. Feb 18 ...,0,,,Unknown,unknown,2025-08-30T16:00:00.742663Z,Low,Group
https://www.theguardian.com/us-news/2025/aug/29/trump-administration-news-today-latest,www.theguardian.com,Trump news at a glance: CDC chief was fired for resisting vaccine ...,"2 days ago ... The agency is reeling from the firing of the CDC chief, Susan Monarez. Monarez, who was confirmed as its head just a month ago and has refused to be removed.",0,the firing of the CDC chief,be removed,Unknown,unknown,2025-08-30T16:00:00.743241Z,Low,Group
https://www.theguardian.com/profile/tom-levitt,www.theguardian.com,Tom Levitt | The Guardian,3 days ago ... ... repatriated and will never see his children again. Mar 3 2025 08.45 EST. February 2025. A bearded south Asian man in a black turban and glasses. Rights and ...,0,,,Unknown,unknown,2025-08-30T16:00:00.743868Z,Low,Group
https://www.theguardian.com/world/2025/aug/28/rwanda-accepts-seven-people-us-deportation-deal,www.theguardian.com,Rwanda accepts seven people from US as part of deportation deal ...,"2 days ago ... Seven people have arrived in Rwanda as part of a deal to accept deportees from the US, the Rwandan government has said. The Trump administration has been ...",0,US as part of deportation deal,accept deportees from the US,Unknown,unknown,2025-08-30T16:00:00.744834Z,Low,Group
https://www.theguardian.com/politics/live/2025/aug/27/conservatives-consider-deal-afghanistan-migrants-uk-politics-latest-updates-news?filterKeyEvents=false&page=with%3Ablock-68aec5208f080b1a9f26e390,www.theguardian.com,UK politics: Tories and Reform offer only 'easy answers and snake ...,3 days ago ... However Farage failed to answer when asked how much he would be prepared to pay Iran and the Taliban to take deportees back. Gethins insisted such policies ...,0,,answer when asked how much he would be prepared to pay Iran and the Taliban to take deportees back,Unknown,unknown,2025-08-30T16:00:00.745808Z,Low,Group
https://www.theguardian.com/commentisfree/2025/aug/27/nigel-farage-keir-starmer-brexit-truth,www.theguardian.com,There's an obvious way to challenge Nigel Farage. But Keir Starmer ...,"3 days ago ... If deportees face the likely prospect of torture or death on arrival, well, that would be unfortunate but not sufficient grounds to stop the flights. There ...",0,,challenge Nigel Farage,Unknown,unknown,2025-08-30T16:00:00.756393Z,Low,Group
https://www.theguardian.com/uk-news/2025/aug/26/people-detained-small-boats-uk,www.theguardian.com,More than 100 people detained for removal after arriving in small ...,"4 days ago ... ... deportees. In an earlier interview with the Times, Farage did not rule out doing deals with regimes such as the Taliban in order to send asylum seekers back ...",0,,send asylum seekers back,Unknown,unknown,2025-08-30T16:00:00.758560Z,Low,Group
https://www.theguardian.com/us-news/2025/aug/23/democrats-texas-immigration-jail,www.theguardian.com,'Shameful': Democrats join call for closure of Texas immigration jail ...,8 days ago ... Fort Bliss has already been used to fly deportees on military aircraft to Guantánamo Bay and Central and South America under the second Trump administration.,0,,fly deportees on military aircraft to Guant,Unknown,unknown,2025-08-30T16:00:00.759232Z,Low,Group
https://www.theguardian.com/us-news/usimmigration?page=2,www.theguardian.com,US immigration | Page 2 of 244 | The Guardian,"Aug 21, 2025 ... US court allows Trump officials to end protected status for 60,000 migrants · Uganda denies reports that it has struck deal with Trump to take in US deportees.",0,,end protected status for,Unknown,unknown,2025-08-30T16:00:00.760035Z,Low,Group
https://www.theguardian.com/world/2025/aug/22/court-case-challenging-eswatini-us-immigrant-deportation-deal-postponed,www.theguardian.com,Eswatini government faces court challenge over men deported by US,"Aug 21, 2025 ... The International Organization for Migration, a UN agency, said it was discussing with the Eswatini government a request to provide the deportees with “post ...",0,,provide the deportees with,Unknown,unknown,2025-08-30T16:00:00.760635Z,Low,Group
https://www.theguardian.com/us-news/2025/aug/21/first-thing-texas-republicans-pass-gerrymandered-congressional-map,www.theguardian.com,First Thing: Texas Republicans pass gerrymandered congressional ...,"Aug 20, 2025 ... He did not say whether Uganda would receive payments or other benefits, or how many deportees it would accept. Which other third countries has the US ...",0,,,Unknown,unknown,2025-08-30T16:00:00.767091Z,Low,Group
https://www.theguardian.com/world/2025/aug/21/uganda-reaches-agreement-with-us-to-take-in-some-of-its-failed-asylum-seekers,www.theguardian.com,Uganda reaches agreement with US to take in some failed asylum ...,"Aug 20, 2025 ... Meanwhile, more than 250 Venezuelans were repatriated to Venezuela after being sent to a notorious El Salvador prison in March without due process.",0,,take in some failed asylum,Unknown,unknown,2025-08-30T16:00:00.767563Z,Low,Group
https://www.theguardian.com/us-news/usimmigration?page=3,www.theguardian.com,US immigration | Page 3 of 245 | The Guardian,"Aug 20, 2025 ... US court allows Trump officials to end protected status for 60,000 migrants · Uganda denies reports that it has struck deal with Trump to take in US deportees.",0,,end protected status for,Unknown,unknown,2025-08-30T16:00:00.768104Z,Low,Group
https://www.theguardian.com/us-news/us-foreign-policy/2025/aug/21/all,www.theguardian.com,US foreign policy | US news | The Guardian,"Aug 20, 2025 ... ... deportees. Uganda reaches agreement with US to take in some failed asylum seekers · Older. Topics. Uganda · Europe · Refugees · Africa · Russia · US news · US ...",0,,take in some failed asylum seekers,Unknown,unknown,2025-08-30T16:00:00.768538Z,Low,Group
https://www.theguardian.com/world/refugees/2025/aug/21/all,www.theguardian.com,Refugees | World | The Guardian,"Aug 20, 2025 ... ... deportees. Uganda reaches agreement with US to take in some failed asylum seekers · 'We're seen as criminals': Epping hotel asylum seekers facing limbo after ...",0,,take in some failed asylum seekers,Unknown,unknown,2025-08-30T16:00:00.768938Z,Low,Criminal
https://www.theguardian.com/world/africa/2025/aug/21/all,www.theguardian.com,Africa | World | The Guardian,"Aug 20, 2025 ... ... deportees. Uganda reaches agreement with US to take in some failed asylum seekers · Pressure grows on Tanzania to free victim of domestic violence who has been ...",0,,take in some failed asylum seekers,Unknown,unknown,2025-08-30T16:00:00.773400Z,Low,Group
https://www.theguardian.com/us-news/us-foreign-policy?page=2,www.theguardian.com,US foreign policy | Page 2 of 767 | The Guardian,"Aug 20, 2025 ... ... deportees. Aug 21 2025 08.31 EDT. 20 August 2025. Man in suit, with more men in suits. US imposes sanctions on international court officials in 'flagrant attack ...",0,,,Unknown,unknown,2025-08-30T16:00:00.774247Z,Low,Group
https://apnews.com/hub/venezuela,apnews.com,Venezuela | AP News,"16 hours ago ... Makeup artist is one of the US deportees sent from El Salvador to Venezuela, congressman says. July 18. Migrants deported months ago by the United States to ...",0,El Salvador to Venezuela,Venezuela,Unknown,unknown,2025-08-30T16:00:00.774720Z,Low,Group
https://apnews.com/live/donald-trump-news-updates-8-28-2025,apnews.com,"RFK Jr. adviser will serve as acting CDC leader, AP source says ...","2 days ago ... ... order to impose federal law enforcement in the nation's capital, in ... Most legal experts say that a “for cause” removal requires some type of process ...",0,,impose federal law enforcement in the nation,Unknown,unknown,2025-08-30T16:00:00.775296Z,Low,Group
https://apnews.com/hub/united-states,apnews.com,United States | AP News,2 days ago ... Federal judge issues order blocking Trump effort to expand speedy deportations of migrants ... Kilmar Abrego Garcia is back in jail and facing deportation.,0,,expand speedy deportations of migrants,Unknown,unknown,2025-08-30T16:00:00.775903Z,Low,Group
https://apnews.com/article/rubio-mexico-ecuador-trump-965589521aa5e9df97982e916e0bfb0a,apnews.com,Marco Rubio to head to Latin America as Trump prioritizes ...,"2 days ago ... ... deportees from the United States. The agreement with El Salvador, which could include deporting U.S. citizens, is still being contested in federal courts ...",0,the United States,head to Latin America as Trump prioritizes,Unknown,unknown,2025-08-30T16:00:00.776424Z,Low,Group
https://apnews.com/article/uganda-us-deportations-criticism-692a6cbf61c96ac3ed837b567bf2d72c,apnews.com,The US wants to deport Abrego Garcia to Uganda. Critics there say ...,4 days ago ... Ugandan officials have released few details about the agreement but have said they prefer to receive deportees of African origin — and don't want people with ...,0,,deport Abrego Garcia to Uganda,Unknown,unknown,2025-08-30T16:00:00.778352Z,Low,Group
https://apnews.com/article/nicolas-maduro-political-prisoners-venezuela-election-president-b105d40ed698735f9c77f50f130b134e,apnews.com,Venezuelan opposition says government freed 13 jailed in post ...,"6 days ago ... In exchange for the deportees returned to Venezuela, Maduro's government freed 10 jailed Americans. In the exchange, American Secretary of State Marco Rubio ...",0,,Venezuela,Unknown,unknown,2025-08-30T16:00:00.778991Z,Low,Group
https://apnews.com/article/third-country-agreements-abrego-garcia-deportation-76911317384dd329731246e607048f98,apnews.com,What to know about Trump 'third country' deportation policies | AP ...,"5 days ago ... Mexico has not signed such an agreement, but has accepted deportees from Central America and other Western hemisphere countries, including Cuba, Haiti and ...",0,Central America and other Western hemisphere countries,know about Trump,Unknown,unknown,2025-08-30T16:00:00.779478Z,Low,Group
https://apnews.com/newsletter/ground-game/august-25-2025,apnews.com,Trump says he might also send troops to police Baltimore and ...,"5 days ago ... Immigration officials have said they plan to deport Abrego Garcia to Uganda, which recently agreed to a deal to accept certain deportees from the U.S. ...",0,the,police Baltimore and,ICE,unknown,2025-08-30T16:00:00.779943Z,Low,Group
https://apnews.com/article/abrego-garcia-deportation-uganda-ice-2bad172b72c4871bc20bfa221b49b8bd,apnews.com,ICE detains Kilmar Abrego Garcia in Baltimore | AP News,"5 days ago ... ... expulsion, just not to his native El Salvador. Simon Sandoval-Moshenberg, Abrego Garcia's lead immigration attorney, told reporters Monday that Abrego ...",0,,his native El Salvador,ICE,unknown,2025-08-30T16:00:00.780796Z,Low,Group
https://apnews.com/article/abrego-garcia-deportation-uganda-el-savador-1a94ad82d88ddda56d669ce86bc77ff4,apnews.com,"US seeks to deport Kilmar Abrego Garcia to Uganda, court filing ...","7 days ago ... ... expulsion in 2019, just not to his native El Salvador. Simon Sandoval-Moshenberg, Abrego Garcia's lead attorney in the Maryland lawsuit against the Trump ...",0,,deport Kilmar Abrego Garcia to Uganda,Unknown,unknown,2025-08-30T16:00:00.781302Z,Low,Group
https://apnews.com/article/uganda-us-deportation-migrants-immigration-crackdown-trump-15edfb4d80677c51c56beb8ab5130cd4,apnews.com,Uganda to accept deported migrants from the United States under a ...,"Aug 20, 2025 ... Human rights lawyer Nicholas Opio likened a deportee deal to human trafficking, and said it would leave status of the deportees unclear. “Are they refugees or ...",0,the United States under,accept deported migrants from the United States under,Unknown,unknown,2025-08-30T16:00:00.781797Z,Low,Group
https://apnews.com/live/donald-trump-news-updates-8-21-2025,apnews.com,Trump thanks police and troops for DC crackdown on crime | AP News,"Aug 20, 2025 ... ... deportees. The U.S. embassy in Uganda declined to comment on what it called “diplomatic negotiations,” but said diplomats are seeking to uphold Trump's ...",0,,comment on what it called,ICE,unknown,2025-08-30T16:00:00.782577Z,Low,Group
https://apnews.com/hub/africa,apnews.com,Africa News Reports | Latest News in Africa | AP News,"Aug 19, 2025 ... Rwanda says 7 deportees arrived from the US in August under agreement with Washington. Yesterday. President Donald Trump answers questions from reporters as ...",7,the US in August under agreement with Washington,,Unknown,unknown,2025-08-30T16:00:00.783189Z,Low,Group
https://apnews.com/article/human-rights-report-deportations-free-speech-trump-83c42d2a096bf986aa6a222d0beeebb1,apnews.com,Trump administration calls out human rights records of some nations ...,"Aug 11, 2025 ... All have agreed to accept third-country deportees from the United States. In all three countries, the reports noted “significant human rights issues included ...",0,the United States,accept third,Unknown,unknown,2025-08-30T16:00:00.783780Z,Low,Group
https://apnews.com/article/venezuela-deportation-migrants-maduro-trump-us-385d4a2b9b2148029b326302e4ba80c7,apnews.com,Migrants returning to Venezuela start over as economic crisis ...,"Aug 9, 2025 ... Immigrants now arrive regularly at the airport outside the capital, Caracas, on flights operated by either a U.S. government contractor or Venezuela's state- ...",0,,Venezuela start over as economic crisis,Unknown,unknown,2025-08-30T16:00:00.784316Z,High,Group
https://apnews.com/article/trump-deportations-boasberg-judge-el-salvador-ae0c8040273de0ca89fac0539227b987,apnews.com,Appeals court tosses contempt finding against Trump in prison ...,"Aug 7, 2025 ... Boasberg had accused Trump administration officials of rushing deportees out of the U.S. under the Alien Enemies Act before they could challenge their ...",0,,,Unknown,unknown,2025-08-30T16:00:00.784865Z,Low,Group
https://apnews.com/live/trump-tariff-news-updates-8-8-2025,apnews.com,Trump says he'll meet with Putin next Friday in Alaska | AP News,"Aug 7, 2025 ... Boasberg had accused Trump's administration officials of rushing deportees out of the country under the Alien Enemies Act last month before they could ...",0,,,Unknown,unknown,2025-08-30T16:00:00.785390Z,Low,Group
https://www.cnn.com/world,www.cnn.com,"World news - breaking news, video, headlines and opinion | CNN","16 hours ago ... ... returns skull of king beheaded during colonial era to Madagascar ... Ben Fox/AP. Venezuelan migrants in Guantanamo subjected to isolation, poor hygiene and stale ...",0,,Madagascar,Unknown,unknown,2025-08-30T16:00:00.785910Z,Low,Group
https://edition.cnn.com/?ref=aitrackers&utm_source=aitrackers&utm_medium=referral,edition.cnn.com,"Breaking News, Latest News and Videos | CNN",1 day ago ... Rwanda says 7 deportees arrived from the US in August under agreement with Washington. Ad Feedback. Europe. Houses stand as icebergs drift by in Disko Bay on ...,7,the US in August under agreement with Washington,,ICE,unknown,2025-08-30T16:00:00.791145Z,Low,Group
https://edition.cnn.com/?),edition.cnn.com,"Breaking News, Latest News and Videos | CNN","2 days ago ... ... deportees arrived from the US in August under agreement with Washington. Europe. Houses stand as icebergs drift by in Disko Bay on July 15, 2024 in Ilulissat.",0,the US in August under agreement with Washington,,ICE,unknown,2025-08-30T16:00:00.796151Z,Low,Group
https://www.cnn.com/2025/08/29/politics/migrant-kids-guatemala-immigration,www.cnn.com,Exclusive: Trump administration plans to send hundreds of ...,1 day ago ... The Trump administration is moving to repatriate hundreds of Guatemalan children in government custody who arrived in the United States alone.,0,,send hundreds of,Unknown,unknown,2025-08-30T16:00:00.797759Z,Low,Group
https://transcripts.cnn.com/show/sitroom/date/2025-08-29/segment/04,transcripts.cnn.com,CNN.com - Transcripts,1 day ago ... Return to Transcripts main page. The Situation Room. College Football Bids Farewell to Lee Corso; Interview With Chef Dominick Lee; Americans' Opinions of ...,0,,Transcripts main page,Unknown,unknown,2025-08-30T16:00:00.798646Z,Low,Group
https://www.cnn.com/world/africa/rwanda-deportees-us-august-latam-intl,www.cnn.com,Rwanda says 7 deportees arrived from the US in August under ...,"2 days ago ... Seven migrants were transferred from the United States to Rwanda in August ... returned to office, on track for highest level in a decade. Aug 28, 2025.",7,the US in August under,Rwanda in August,ICE,unknown,2025-08-30T16:00:00.798966Z,Low,Group
https://www.cnn.com/2025/08/28/africa/uganda-trump-us-migrant-deal-intl,www.cnn.com,Africa's largest refugee-hosting country is facing backlash over US ...,2 days ago ... ... migrants “who may not be granted asylum in the United States but are reluctant to or may have concerns about returning to their countries of origin.” The ...,0,,or may have concerns about returning to their countries of origin,Unknown,unknown,2025-08-30T16:00:00.800510Z,Low,Group
https://www.cnn.com/2025/08/27/asia/japan-africa-immigration-misinformation-backlash-intl-hnk,www.cnn.com,Japan denies giving away city to Tanzania after misinformation ...,"3 days ago ... Japanese authorities are in damage control mode, after misinformation about a cultural exchange program sparked an anti-immigrant backlash.",0,,Tanzania after misinformation,Unknown,unknown,2025-08-30T16:00:00.801103Z,Low,Group
https://www.cnn.com/2025/08/27/europe/denmark-summons-us-envoy-greenland-intl,www.cnn.com,Greenland: Denmark summons US envoy over report on covert ...,3 days ago ... The US envoy to Denmark was summoned by the Danish foreign ministry on Wednesday after the country's public broadcaster reported that a number of American ...,0,,Denmark was summoned by the Danish foreign ministry on Wednesday after the country,Unknown,unknown,2025-08-30T16:00:00.801816Z,Low,Group
https://transcripts.cnn.com/show/ctw/date/2025-08-26/segment/02,transcripts.cnn.com,CNN.com - Transcripts,"4 days ago ... KILMAR ABREGO GARCIA, POTENTIAL DEPORTEE (through translator): Promise me this. Promise me that you will continue to pray, continue to fight, resist and ...",0,,pray,Unknown,unknown,2025-08-30T16:00:00.802202Z,Low,Group
https://transcripts.cnn.com/show/lcl/date/2025-08-25/segment/01,transcripts.cnn.com,CNN.com - Transcripts,"5 days ago ... But we've never seen this before because third countries, you know, don't want to take back U.S. deportees who are not their citizens. This administration ...",0,,take back,Unknown,unknown,2025-08-30T16:00:00.802614Z,Low,Group
https://transcripts.cnn.com/show/wwkmf/date/2025-08-25/segment/01,transcripts.cnn.com,CNN.com - Transcripts,"5 days ago ... a country with which he has no ties but an approach the administration has been taking, sending deportees to far flung countries. Now that originally came ...",0,,far flung countries,Unknown,unknown,2025-08-30T16:00:00.807298Z,Low,Group
https://www.cnn.com/2025/08/23/politics/kilmar-abrego-garcia-uganda-deport,www.cnn.com,Trump administration might deport Kilmar Abrego Garcia to Uganda ...,"8 days ago ... ... deportees arrived from the US in August under agreement with Washington. Aug 28, 2025. 2 minute readmin read. Most read. Appeals court strikes down many Trump ...",0,the US in August under agreement with Washington,Uganda,Unknown,unknown,2025-08-30T16:00:00.807975Z,Low,Group
https://www.cnn.com/2025/08/20/asia/afghanistan-iran-deportees-bus-crash-intl-hnk,www.cnn.com,"Bus carrying Afghans deported from Iran crashes, killing dozens | CNN","Aug 19, 2025 ... A bus carrying Afghans recently deported from Iran crashed and burst into flames Tuesday, killing dozens of men, women and children.",0,Iran crashes,flames Tuesday,Unknown,bus,2025-08-30T16:00:00.808743Z,Low,Group
https://transcripts.cnn.com/show/sitroom/date/2025-08-14/segment/02,transcripts.cnn.com,CNN.com - Transcripts,"Aug 13, 2025 ... However, what that does is it really undermines the due process rights of the potential deportees. The Supreme Court earlier this year found that while ...",0,,,Unknown,unknown,2025-08-30T16:00:00.809335Z,Low,Group
https://www.cnn.com/2025/08/06/travel/zambia-malawi-us-visa-bond-intl,www.cnn.com,"US demands up to $15,000 visa bond for tourists and business ...","Aug 5, 2025 ... Tourists and business travelers from Zambia and Malawi must pay a deposit of up to $15000 when seeking a US visa, the State Department has announced, ...",0,Zambia and Malawi must pay,,Unknown,bus,2025-08-30T16:00:00.809881Z,Low,Group
https://www.cnn.com/2025/08/06/us/oregon-cherry-harvest-immigrant-worker-shortage,www.cnn.com,Deportation fallout: This farmer lost half his workforce. Now he's ...,"Aug 5, 2025 ... Ian Chandler's Oregon cherries are dying on the branch — not because of bad weather, disease or blight, but because there is no one to pick them, ...",0,,pick them,Unknown,unknown,2025-08-30T16:00:00.810437Z,Low,Group
https://www.cnn.com/2025/08/05/africa/nigeria-wildlife-trafficking-birds-latam-intl,www.cnn.com,"Nigeria seizes more than 1,600 exotic birds in one of the biggest ...","Aug 4, 2025 ... Nigerian customs said they seized more than 1600 parrots and canaries that were being transported from Lagos international airport to Kuwait without a ...",0,Lagos international airport to Kuwait without,Kuwait without,Unknown,unknown,2025-08-30T16:00:00.810967Z,Low,Group
https://www.cnn.com/2025/08/05/africa/us-rwanda-migrants-deal-intl,www.cnn.com,Trump deportations: Rwanda agrees to take in up to 250 migrants ...,"Aug 4, 2025 ... The Trump administration has persevered in its attempts to strike agreements with several African countries to accept its unwanted deportees despite outrage ...",0,,take in up to,Unknown,unknown,2025-08-30T16:00:00.811738Z,Low,Group
https://www.nytimes.com/topic/subject/human-rights-and-human-rights-violations,www.nytimes.com,Human Rights and Human Rights Violations - The New York Times,"16 hours ago ... In Pakistan, hundreds are in jail on charges of blaspheming Islam. Rights groups say some of these cases are due to bad actors' entrapping victims online. By ...",0,,bad actors,Unknown,unknown,2025-08-30T16:00:00.812326Z,Low,Mass
https://www.nytimes.com/by/adam-liptak?page=8,www.nytimes.com,Adam Liptak - Page 8 - The New York Times,16 hours ago ... The court's order followed a broader one last month allowing removals to countries with which migrants have no connections. By Adam Liptak and Mattathias ...,0,,countries with which migrants have no connections,Unknown,unknown,2025-08-30T16:00:00.813081Z,Low,Group
https://www.nytimes.com/topic/destination/vietnam,www.nytimes.com,Vietnam - The New York Times,"16 hours ago ... African Nation Says It Will Repatriate Migrants Deported by U.S.. The Trump administration sent five deportees to Eswatini, an African kingdom, saying that ...",0,,Eswatini,Unknown,unknown,2025-08-30T16:00:00.820109Z,Low,Group
https://www.nytimes.com/topic/organization/homeland-security-department?page=8,www.nytimes.com,Homeland Security Department - Page 8 - The New York Times,"16 hours ago ... African Nation Says It Will Repatriate Migrants Deported by U.S.. The Trump administration sent five deportees to Eswatini, an African kingdom, saying that ...",0,,Eswatini,Unknown,unknown,2025-08-30T16:00:00.820656Z,Low,Group
https://www.nytimes.com/topic/subject/international-relations?page=10,www.nytimes.com,International Relations - Page 10 - The New York Times,"16 hours ago ... The East African country said it had reached a deal to accept an unspecified number of deportees, who would not include people with criminal records or ...",0,,accept an unspecified number of deportees,Unknown,unknown,2025-08-30T16:00:00.821819Z,Low,Criminal
https://www.nytimes.com/section/world/africa?page=9,www.nytimes.com,Africa - Page 9 - The New York Times,16 hours ago ... Trump Confirms Attempted Deportation of Migrants to South Sudan ... The deportees are stuck in Djibouti amid a legal fight over their expulsions. A lawyer for ...,0,,South Sudan,Unknown,unknown,2025-08-30T16:00:00.822247Z,Low,Group
https://www.nytimes.com/2025/08/29/us/politics/military-lawyers-immigration-judges.html,www.nytimes.com,Trump Administration Weighs Having Military Lawyers Work as ...,16 hours ago ... Countries Taking Deportees: Uganda said it had reached a deal to accept an unspecified number of deportees from the United States. The deportees would not ...,0,the United States,accept an unspecified number of deportees from the United States,Unknown,unknown,2025-08-30T16:00:00.822658Z,Low,Group
https://www.nytimes.com/2025/08/30/us/politics/trump-modi-india.html,www.nytimes.com,The Nobel Prize and a Testy Phone Call: How the Trump-Modi ...,12 hours ago ... A U.S. military plane carrying Indian deportees landing in Amritsar in February. ... Planeloads of deportees in shackles and handcuffs arrived in India in ...,0,,India in,Unknown,unknown,2025-08-30T16:00:00.823116Z,Low,Group
https://www.nytimes.com/by/mattathias-schwartz,www.nytimes.com,Mattathias Schwartz - The New York Times,16 hours ago ... Supreme Court Lets Trump Deport Eight Migrants to South Sudan. The court's order followed a broader one last month allowing removals to countries with which ...,0,,South Sudan,Unknown,unknown,2025-08-30T16:00:00.824482Z,Low,Group
https://www.nytimes.com/by/eve-sampson,www.nytimes.com,Eve Sampson - The New York Times,"16 hours ago ... The East African country said it had reached a deal to accept an unspecified number of deportees, who would not include people with criminal records or ...",0,,accept an unspecified number of deportees,Unknown,unknown,2025-08-30T16:00:00.827848Z,Low,Criminal
https://www.nytimes.com/section/world/africa?page=7,www.nytimes.com,Africa - Page 7 - The New York Times,"16 hours ago ... African Nation Says It Will Repatriate Migrants Deported by U.S.. The Trump administration sent five deportees to Eswatini, an African kingdom, saying that ...",0,,Eswatini,Unknown,unknown,2025-08-30T16:00:00.828451Z,Low,Group
https://www.nytimes.com/2025/08/29/us/immigration-guatemala-children.html,www.nytimes.com,U.S. Is Working With Guatemala to Return Hundreds of Children ...,"15 hours ago ... Guatemala's Minister of Foreign Affairs, Carlos Ramíro Martínez, said a plan to repatriate ... repatriation of children as a way to deter migration and satisfy ...",0,,Return Hundreds of Children,Unknown,unknown,2025-08-30T16:00:00.829014Z,Low,Group
https://www.nytimes.com/topic/person/luiz-inacio-lula-da-silva?page=4,www.nytimes.com,Luiz Inácio Lula da Silva - Page 4 - The New York Times,"2 days ago ... ... deportees on a wing. By Jack Nicas. Leer en español. Jan. 28, 2025. ensayo invitado. Mi país está en grave peligro. Estas 1105 páginas lo demuestran. Dentro de ...",0,,,Unknown,unknown,2025-08-30T16:00:00.830563Z,Low,Group
https://www.nytimes.com/by/adam-liptak?page=5,www.nytimes.com,Adam Liptak - Page 5 - The New York Times,2 days ago ... What to Know About the Deportees the U.S. Is Trying to Send to South Sudan. The Trump administration has asked the Supreme Court to approve speedy ...,0,,Know About the Deportees the,Unknown,unknown,2025-08-30T16:00:00.831413Z,Low,Group
https://www.nytimes.com/2025/08/29/us/politics/appeals-court-protected-status-venezuelans.html,www.nytimes.com,"Appeals Court Upholds Protections for Venezuelans, but to Little ...",17 hours ago ... The deportees would not include people with criminal records or unaccompanied minors. Related Content. More in Politics · Gates Foundation Quietly Cuts Ties ...,0,,Little,Unknown,unknown,2025-08-30T16:00:00.832186Z,Low,Criminal
https://www.ice.gov/news/releases/ice-appointment-scheduler-update,www.ice.gov,Archived: ICE Appointment Scheduler update | ICE,"Aug 21, 2025 ... The tool allows noncitizens to schedule their required check-in appointments at ICE Enforcement and Removal Operations (ERO) offices as they await ...",0,,schedule their required check,ICE,unknown,2025-08-30T16:00:00.832676Z,Low,Group
https://jp.reuters.com/pictures/week-photos-2025-08-29/QXBCM3BWIBM7TL4PIJP4K4I7CU,jp.reuters.com,"The week in photos - August 29, 2025 | ロイター","23 hours ago ... ... deported migrant Abrego Garcia appears for a check in at the ICE Baltimore field office. [7/22]. Kilmar Abrego Garcia, the migrant whose wrongful deportation ...",0,,,ICE,unknown,2025-08-30T16:00:00.833790Z,Low,Group
https://www.reuters.com/sitemap/2025-08/27/10/,www.reuters.com,Sitemap | Reuters,3 days ago ... Sitemap - 27 August 2025 ; Explainer · Explainer: Could Farage's plan for mass deportation of asylum seekers from UK work? · Migrants attempt to cross the English ...,0,UK work,cross the English,Unknown,unknown,2025-08-30T16:00:00.835057Z,Low,Mass
https://www.reuters.com/video/watch/idRW027728082025RP1/?chan=politics,www.reuters.com,Fight breaks out between Mexican senate leaders as session ends,"2 days ago ... Judge temporarily blocks Abrego Garcia's new deportation. August 25, 2025 ... Judge extends block on Trump administration's efforts to deport migrant Abrego.",0,,deport migrant Abrego,Unknown,unknown,2025-08-30T16:00:00.835635Z,Low,Group
https://www.reuters.com/world/us/chicago-locals-prepare-trumps-possible-deployment-national-guard-2025-08-28/,www.reuters.com,"In Chicago, locals prepare for Trump's possible deployment of ...","2 days ago ... This week, the group was scrambling to train its immigration lawyers in deportation litigation methods, and to hire more. ""We're preparing for an escalation ...",0,,train its immigration lawyers in deportation litigation methods,Unknown,train,2025-08-30T16:00:00.836291Z,Low,Mass
https://www.reuters.com/legal/immigration/,www.reuters.com,Immigration News | Today's Latest Stories | Reuters,3 days ago ... A federal appeals court on Friday ruled that U.S. President Donald Trump's administration had likely acted unlawfully when it rolled back temporary ...,0,,,Unknown,unknown,2025-08-30T16:00:00.836947Z,Low,Group
https://www.reuters.com/legal/constitutional-law/,www.reuters.com,Constitutional Law News | Today's Latest Stories | Reuters,2 days ago ... Latest Stories · Worldcategory· 4 hours ago. US judge halts Trump effort to expand fast-track deportations · 1 hour ago · Governmentcategory· 2 hours ago.,0,,expand fast,Unknown,unknown,2025-08-30T16:00:00.837469Z,Low,Group
